emp_no,salary
78043,42770
78048,73938
78054,63371
78056,61101
78071,64464
78073,40000
78078,79691
78080,40000
78082,67886
78085,40000
78087,63541
78092,47206
78095,40000
78102,40000
78104,52170
78111,74871
78116,62386
78121,50811
78130,42610
78133,40000
78135,58154
78144,66912
78151,71403
78152,72750
78153,40000
78155,46859
78160,54020
78161,40000
78166,62363
78168,62826
78180,56457
78181,41091
78185,40000
78186,53475
78190,49868
78194,66830
78195,52848
78197,53357
78199,40000
78210,52289
78212,40000
78225,60092
78226,40000
78229,62688
78232,46506
78233,84257
78239,68572
78245,40000
78247,40000
78251,77458
78252,59970
78253,40000
78260,40000
78265,56496
78266,40000
78271,40000
78273,76839
78286,50841
78310,53615
78312,58134
78313,56279
78321,40000
78327,51542
78328,40000
78331,40000
78332,40000
78337,40000
78339,47210
78344,40000
78348,67392
78350,53103
78356,63094
78372,40000
78373,40000
78385,64401
78387,40000
78391,60740
78397,40000
78402,40000
78403,40000
78406,42638
78410,46478
78417,63113
78419,51815
78427,59113
78429,60563
78432,48628
78436,51421
78438,48784
78441,40000
78444,40000
78445,40000
78447,40000
78449,42540
78452,58095
78454,71643
78457,51581
78458,40000
78460,40500
78462,79305
78463,40000
78467,60265
78468,40000
78474,68480
78475,40000
78479,56147
78485,68546
78486,80669
78488,40000
78493,40000
78499,40000
78508,77818
78510,40000
78511,44235
78512,62259
78515,40000
78519,67550
78524,63123
78529,40000
78531,87114
78542,49494
78545,45359
78551,40000
78555,40000
78556,91506
78558,40000
78561,40000
78569,40000
78571,47577
78573,56991
78576,55554
78580,40000
78583,42577
78589,40000
78595,56326
78597,40000
78598,40000
78603,40000
78618,40000
78622,40000
78625,78717
78629,60123
78632,40000
78633,59168
78634,42685
78638,50066
78649,55424
78652,40000
78654,65206
78666,73563
78669,53184
78670,40000
78671,48622
78677,59893
78690,62293
78691,40000
78692,40000
78693,40000
78696,60493
78697,84891
78707,51236
78710,40000
78714,40000
78715,40010
78724,40000
78735,57996
78738,40000
78745,53387
78746,62178
78755,49686
78773,59490
78775,59119
78776,40000
78777,72195
78779,40000
78784,40000
78785,40000
78786,40000
78788,43267
78792,40000
78793,40000
78794,61536
78797,73315
78800,56080
78802,43451
78814,58200
78819,70351
78820,79010
78836,82219
78837,48717
78839,42682
78841,78942
78849,61416
78852,81235
78856,40000
78857,70270
78863,79101
78864,40000
78866,71947
78870,40938
78879,45493
78882,58360
78883,40000
78887,57143
78888,72430
78906,49797
78907,40000
78908,44814
78918,45960
78927,64008
78930,56612
78932,64135
78936,55981
78938,67668
78940,40000
78943,49449
78958,60117
78960,40000
78965,50921
78979,40000
78982,40000
78986,40000
78990,40000
78994,40000
79001,40000
79002,44155
79010,42814
79012,51310
79015,51693
79016,71863
79026,54761
79031,40000
79032,62648
79034,56614
79037,40000
79041,42636
79042,40000
79049,78298
79052,51347
79057,40000
79058,66174
79059,45456
79061,41303
79064,56720
79072,58070
79073,50436
79076,64151
79079,49657
79082,40000
79087,40000
79090,44958
79091,69379
79092,58019
79093,65406
79100,71551
79102,70517
79110,71332
79114,70617
79117,40000
79119,50158
79121,75859
79130,40000
79131,56922
79138,59710
79140,40000
79145,62064
79154,41356
79156,44107
79158,40000
79163,45392
79165,40000
79170,81080
79177,45864
79178,53203
79183,40000
79187,44106
79199,72543
79200,40000
79202,59316
79203,40000
79204,57667
79209,40000
79210,63966
79218,40000
79219,47272
79245,68638
79247,40000
79251,63154
79254,40000
79264,46541
79265,40000
79267,44868
79269,60956
79273,47358
79275,65368
79277,40000
79280,71083
79285,49127
79290,41408
79293,55625
79297,71444
79313,40771
79314,53303
79320,72590
79323,56854
79338,40000
79339,40483
79348,40000
79350,78005
79351,40000
79358,69067
79367,56407
79369,58015
79370,40000
79375,40000
79376,40000
79390,57482
79391,40000
79393,68825
79397,51948
79401,40000
79406,40000
79409,40000
79411,57780
79417,73133
79419,59239
79428,44184
79429,50826
79432,45866
79434,54486
79436,64252
79438,55420
79442,91919
79446,47898
79449,40000
79451,40000
79456,45163
79460,40000
79463,54552
79468,48140
79470,56510
79473,51708
79477,40000
79484,78412
79486,60434
79488,50039
79498,69185
79499,40000
79505,63233
79509,96991
79514,50534
79515,40000
79530,44021
79533,40000
79543,51247
79544,51625
79546,62241
79548,45447
79553,40000
79563,69643
79566,89076
79567,51546
79570,45148
79582,52556
79590,40635
79602,40000
79612,40000
79613,55142
79614,64808
79616,64960
79628,44315
79631,42303
79639,46031
79643,40000
79644,40000
79648,67783
79651,47095
79656,42624
79659,45645
79668,40000
79669,44222
79672,50664
79674,40000
79681,41548
79684,64447
79687,66911
79688,56991
79693,46929
79695,45330
79696,55778
79699,49623
79703,49181
79704,48603
79708,43736
79718,40000
79729,74975
79735,40000
79748,40000
79750,40000
79757,79139
79758,88840
79759,65787
79761,47466
79765,55420
79766,40000
79770,56155
79771,40000
79772,69129
79775,57991
79779,40000
79783,67885
79786,41958
79789,40000
79794,41327
79795,40000
79810,57980
79811,40000
79822,40000
79833,40687
79834,68288
79837,40000
79839,45102
79855,45522
79858,43004
79875,40000
79876,45595
79877,45352
79879,40000
79883,83903
79900,40000
79902,40000
79906,53526
79910,77027
79911,40000
79921,40000
79946,51364
79947,48950
79954,43449
79955,50723
79958,44663
79961,76914
79962,40000
79967,55316
79972,40000
79973,58515
79977,53165
79979,69991
79985,64713
79990,62571
79991,40000
79999,53653
80012,40000
80013,40000
80024,40000
80029,67902
80031,60298
80032,71546
80037,68262
80038,54900
80041,54896
80046,57292
80047,40000
80049,40000
80056,40000
80062,40000
80068,40000
80069,44620
80070,61825
80072,40000
80076,58641
80079,62560
80083,73466
80084,66552
80087,72886
80092,76550
80098,53636
80100,40000
80103,40000
80105,62537
80106,43686
80112,71794
80123,55236
80128,40000
80129,56879
80130,59967
80131,40000
80132,46989
80136,57680
80137,51393
80144,44917
80146,41274
80151,81666
80152,47391
80155,48231
80156,40000
80157,41519
80159,40000
80160,40000
80166,64575
80171,40000
80175,40000
80183,66573
80184,45100
80186,60850
80195,40000
80198,43274
80200,59857
80207,40000
80208,42186
80223,45975
80224,54345
80225,50529
80227,54326
80233,67272
80237,68194
80251,42153
80257,55707
80258,93572
80259,49124
80260,40000
80263,54269
80270,95653
80272,50965
80273,55958
80279,46038
80280,40000
80286,74388
80288,40000
80294,60168
80295,54634
80307,40000
80318,40000
80322,40000
80325,67939
80326,76342
80328,64516
80332,52246
80338,52275
80341,69377
80346,40000
80352,91102
80358,76727
80370,50654
80372,87200
80374,58505
80375,40000
80376,52462
80380,41790
80386,49344
80389,40000
80392,75792
80395,40000
80409,40000
80410,42522
80414,40000
80419,56031
80422,40611
80425,40000
80429,75560
80437,69248
80439,46011
80445,52939
80451,59944
80455,55294
80456,40000
80462,40000
80466,78991
80467,47541
80477,76640
80478,47761
80479,40000
80489,43454
80492,50226
80498,40000
80509,72428
80512,50254
80520,47245
80522,55396
80528,40000
80540,40000
80546,47440
80550,45292
80551,49073
80561,45289
80564,40000
80570,40000
80572,49708
80578,40000
80589,40000
80597,40000
80600,40000
80610,48735
80611,45634
80617,42118
80620,79127
80628,59678
80630,41854
80637,57520
80639,42135
80651,40000
80653,64113
80661,68187
80663,54829
80665,64768
80673,63886
80675,51633
80681,40000
80683,40000
80684,46101
80687,44986
80689,44594
80702,58203
80703,69257
80705,50573
80717,52990
80721,52063
80722,70299
80724,52024
80729,40000
80740,40000
80744,68891
80746,53520
80751,49178
80758,40000
80761,54435
80762,60070
80768,40000
80774,56559
80777,75068
80779,69353
80781,40000
80782,46826
80783,76432
80786,55003
80790,42243
80791,63921
80797,50180
80801,71885
80805,40000
80810,72305
80833,56899
80834,63749
80835,63227
80837,90827
80838,68639
80842,55019
80843,61765
80844,40000
80846,43670
80851,40000
80852,66650
80853,56618
80856,71688
80859,76924
80860,40834
80862,62569
80866,58307
80869,40000
80873,100843
80875,47537
80882,60594
80892,40000
80894,42225
80896,40000
80897,41992
80903,61890
80908,55319
80910,68934
80914,50087
80917,47136
80920,40153
80922,55774
80923,40000
80929,44744
80933,70267
80935,77408
80937,105373
80940,67764
80945,59139
80947,40000
80955,40000
80962,52745
80971,40000
80977,59776
80979,65306
80980,40000
80981,40000
80984,78291
80987,40000
80991,61478
80998,56045
81000,51362
81001,46872
81005,46079
81007,54177
81008,45306
81009,40000
81011,40000
81015,52989
81018,43821
81035,42922
81036,40000
81038,40000
81043,44303
81047,58336
81050,40000
81052,46518
81053,44045
81063,61895
81066,54403
81068,41658
81070,64942
81073,64379
81079,53145
81092,61591
81093,53326
81095,77362
81096,40000
81101,58507
81108,40000
81109,40000
81110,68618
81111,40000
81121,87452
81123,40000
81125,47769
81130,40000
81136,58356
81140,66326
81142,40000
81143,72320
81149,40000
81152,43255
81154,60965
81158,40469
81166,47902
81167,68390
81171,50156
81174,46620
81177,68201
81185,43609
81186,56243
81189,67012
81198,40000
81199,60960
81201,97128
81202,40000
81207,85231
81208,83869
81209,54531
81212,40000
81213,63219
81215,40857
81217,40000
81218,63558
81228,49232
81233,47047
81237,89374
81244,58953
81245,40000
81248,48823
81257,64428
81260,66803
81264,50625
81268,56406
81271,54625
81279,50480
81283,77485
81285,57859
81286,40000
81288,51215
81292,42889
81296,40000
81299,50676
81301,67179
81303,70323
81304,40000
81324,42237
81325,42784
81329,40000
81335,55430
81338,46208
81340,82277
81344,48782
81349,57809
81352,40000
81357,93472
81358,95018
81368,40818
81374,48766
81376,49909
81380,85605
81395,40000
81398,40000
81401,45372
81407,40000
81408,74543
81411,40445
81412,63222
81413,63731
81422,40000
81425,49483
81430,49769
81432,76081
81436,54556
81438,40000
81439,75323
81440,40000
81444,50676
81447,54547
81449,55086
81459,77398
81460,43495
81462,40000
81466,67218
81468,40000
81474,40000
81479,42719
81485,40000
81487,40244
81494,40000
81503,61837
81508,62610
81509,40000
81510,40396
81517,90488
81527,103938
81528,50288
81529,78957
81537,56162
81543,74442
81549,47207
81553,40000
81556,70011
81561,40335
81564,40000
81568,40000
81572,40000
81580,40000
81587,40000
81589,40000
81591,40000
81592,75008
81594,40000
81597,56092
81599,40830
81603,68350
81612,61609
81623,40000
81624,41230
81625,81601
81633,44212
81645,40000
81648,58756
81649,62028
81653,40000
81656,64332
81658,40000
81659,89360
81660,40000
81661,59630
81668,64435
81672,40000
81676,49226
81678,56293
81679,56360
81684,51335
81688,40000
81689,52386
81696,40000
81706,40000
81708,40657
81709,41800
81710,48749
81712,74729
81714,40000
81717,72518
81730,90708
81731,81158
81734,40000
81735,44504
81740,40000
81741,40000
81746,40000
81747,80349
81751,40000
81755,40000
81763,48385
81767,64335
81773,85392
81779,62577
81785,65584
81786,40000
81790,40058
81793,57093
81796,40000
81805,57069
81806,61113
81808,44637
81810,48511
81815,45896
81816,44262
81817,76190
81818,43986
81820,59797
81823,67024
81825,69193
81836,54763
81838,40000
81839,40000
81847,40000
81849,66528
81851,40000
81856,40000
81861,54826
81865,40000
81871,48225
81872,40000
81876,62125
81877,40000
81891,40000
81896,40000
81900,83750
81907,59700
81916,68556
81925,54691
81930,40000
81931,40000
81939,56780
81940,46693
81942,61157
81951,57712
81952,78751
81959,57588
81964,40000
81967,56160
81971,54068
81973,80865
81974,66440
81980,55947
81981,72635
81986,68673
81988,46216
81991,40000
81998,53285
81999,40000
82002,67766
82003,40000
82007,65627
82008,54180
82013,66150
82014,40000
82017,60044
82018,40000
82024,40000
82025,50808
82027,73428
82029,89051
82035,53103
82036,56631
82038,69062
82040,60276
82041,54009
82045,40000
82052,62201
82057,52491
82059,40000
82060,50525
82063,42422
82065,40000
82066,40000
82072,40000
82080,48153
82088,45903
82089,85319
82101,40000
82107,67208
82108,40000
82110,48328
82116,40120
82120,50121
82123,43027
82131,73262
82136,59327
82137,56370
82139,68313
82141,50445
82144,40694
82145,46607
82146,40000
82151,74789
82157,92222
82162,46363
82171,57861
82179,41289
82181,54997
82185,40000
82187,53744
82194,44356
82195,40000
82206,40000
82211,59316
82219,41532
82220,40000
82221,65420
82222,70499
82227,52214
82234,40331
82237,55459
82243,40000
82252,66961
82255,40000
82257,57219
82258,59715
82263,77210
82267,49062
82273,45248
82276,40000
82278,52084
82281,50988
82287,42741
82290,40000
82294,40000
82295,42368
82302,76650
82305,40823
82308,64480
82309,79725
82310,40000
82316,40000
82318,45105
82319,88094
82324,62431
82335,40273
82339,40000
82349,63760
82350,40000
82354,76493
82361,59654
82364,49190
82367,66101
82371,69470
82372,45843
82373,43355
82379,40000
82382,69979
82385,75274
82388,40000
82391,83099
82397,70248
82398,83569
82399,52872
82403,66210
82411,50616
82419,61248
82420,68789
82422,52364
82423,40000
82424,107030
82432,40000
82434,40000
82441,58488
82443,40283
82449,55134
82453,63067
82455,40000
82457,45220
82460,40000
82467,40000
82468,40000
82469,45841
82473,71927
82478,54571
82486,40000
82488,57821
82491,43978
82493,89229
82495,40000
82501,40000
82513,68041
82516,55801
82524,65332
82530,40000
82534,58766
82540,66393
82541,40000
82544,64649
82549,54883
82553,59256
82555,50496
82556,40000
82557,53070
82566,40000
82568,66444
82571,55947
82572,72854
82573,52671
82580,40000
82585,52198
82589,83291
82591,40627
82594,40000
82595,40000
82598,40000
82601,49779
82607,46736
82608,72016
82613,40000
82624,40000
82626,47175
82634,57262
82644,43420
82646,48979
82651,65034
82655,40000
82656,50025
82659,60350
82667,77217
82668,78317
82669,69847
82672,40000
82673,40000
82674,40000
82675,62623
82678,42570
82680,72194
82683,45702
82685,45243
82687,58976
82689,40000
82691,100821
82698,72359
82704,68174
82705,55678
82708,40000
82717,67935
82721,40000
82726,40000
82729,71020
82737,43412
82746,83382
82747,62325
82751,56621
82754,93396
82760,53678
82761,79517
82764,74019
82772,40000
82774,59700
82780,40000
82782,54423
82784,42501
82806,40000
82808,59495
82812,59541
82815,50058
82816,40000
82821,52303
82823,56430
82828,52361
82829,61862
82830,79346
82832,40000
82833,40000
82834,49684
82835,40000
82840,40000
82848,40000
82849,40000
82850,44117
82856,40000
82857,42189
82858,62709
82870,46966
82875,68890
82882,42892
82886,45914
82893,40000
82895,51110
82905,40000
82908,63568
82911,51677
82914,58113
82915,89089
82926,64400
82927,40000
82934,40000
82936,71048
82944,40000
82946,40000
82947,42008
82952,56237
82962,40000
82966,57547
82967,40921
82970,68081
82979,55263
82981,40000
82982,40000
82985,41868
82992,67811
82996,40000
82998,83031
83000,53876
83004,81710
83008,47746
83009,74370
83012,40000
83018,40000
83028,60130
83031,59294
83032,51844
83035,40000
83037,40000
83039,40000
83043,40855
83049,67372
83052,40000
83053,55451
83055,50006
83056,44725
83057,65901
83060,40000
83066,75712
83068,40000
83070,68886
83083,76564
83084,45375
83092,40000
83106,61831
83114,73258
83123,67005
83125,47582
83128,60182
83134,40000
83135,94568
83136,40000
83138,41425
83143,40000
83144,69295
83146,47959
83157,60139
83158,49560
83167,40000
83168,40000
83175,89149
83179,40000
83184,41482
83189,51327
83194,69724
83195,49964
83197,55663
83199,87143
83204,51248
83210,43418
83213,72705
83218,57290
83220,40000
83229,40000
83230,73171
83231,76004
83232,64212
83233,40000
83236,64705
83241,46710
83244,40000
83251,57121
83260,40000
83261,40000
83265,51944
83275,75522
83284,50036
83286,40000
83294,64722
83296,42320
83298,40000
83299,56133
83301,64589
83304,40000
83310,40000
83316,55006
83320,40000
83324,40000
83325,53373
83326,40000
83328,40000
83334,61530
83336,67867
83338,49130
83341,40000
83342,40000
83348,40000
83350,43110
83354,40000
83356,56716
83369,58878
83375,42336
83381,62274
83382,40000
83385,58584
83389,47782
83392,58672
83400,75937
83408,53477
83410,40000
83411,58351
83419,57888
83422,40000
83424,51715
83432,40813
83436,53451
83441,40000
83443,73539
83447,40929
83448,40000
83468,86678
83476,42521
83477,53572
83478,40000
83481,40000
83491,40000
83493,44182
83503,40000
83506,40000
83507,40000
83512,73670
83515,54211
83519,81816
83522,50734
83525,51903
83531,41399
83534,40000
83537,62034
83540,44126
83546,51339
83547,40000
83551,73945
83555,58562
83557,45581
83559,40000
83563,48858
83564,53429
83565,40000
83571,40000
83573,40000
83574,40000
83576,40726
83579,40000
83580,40000
83583,40000
83584,50059
83585,53364
83592,62681
83595,40000
83600,43535
83603,60610
83609,65585
83612,40000
83614,55135
83615,70833
83619,40168
83620,55592
83626,40000
83629,50455
83634,40000
83641,40000
83643,43995
83650,46907
83658,61242
83661,67732
83662,51894
83663,40000
83668,64275
83669,40000
83673,40368
83679,40000
83689,50662
83696,40000
83698,40000
83699,41500
83705,40000
83706,56762
83712,40000
83715,40000
83730,71048
83735,44086
83736,72889
83747,65023
83748,40000
83752,41957
83753,57139
83756,41515
83757,40000
83759,40943
83762,40000
83768,62465
83769,103509
83772,68971
83778,79320
83787,43080
83790,87581
83792,40000
83797,58691
83798,40000
83800,85407
83801,40000
83804,55402
83806,58478
83808,63640
83819,62613
83822,40000
83826,46100
83829,80200
83835,63242
83839,51725
83843,40000
83844,40000
83845,40000
83849,40000
83850,57218
83854,40000
83856,49670
83858,48144
83871,40000
83873,57181
83875,43704
83879,40000
83881,40000
83887,60749
83894,40000
83895,40000
83898,40000
83905,40000
83908,40000
83910,58247
83913,67262
83920,48724
83923,68389
83927,54886
83928,42110
83934,59927
83944,41112
83947,46855
83949,40000
83957,46717
83968,44227
83969,40000
83971,58022
83977,47578
83980,52391
83984,47696
83986,57558
83988,40000
83993,40000
83994,63611
83996,42860
84000,43262
84001,40000
84009,40000
84010,40000
84012,41642
84014,40000
84015,64032
84021,43890
84022,64415
84025,40000
84026,40000
84030,52573
84038,72857
84040,72279
84042,40000
84048,54303
84051,92392
84054,56245
84057,57470
84059,40000
84061,46453
84062,51602
84066,64476
84070,71937
84071,56862
84072,54615
84074,40000
84093,40000
84095,40000
84097,73274
84098,69295
84104,40000
84114,40000
84115,67584
84117,58560
84120,42858
84121,40000
84133,88149
84137,40000
84138,50447
84144,75081
84145,69794
84151,88343
84156,40000
84159,46761
84160,66613
84164,52769
84167,40000
84172,68055
84184,47194
84185,65199
84188,68663
84196,47249
84202,40800
84205,59651
84212,54979
84213,65117
84214,40000
84218,53909
84219,83323
84223,56931
84242,41226
84245,40000
84255,44357
84260,53415
84263,68464
84268,48685
84278,45034
84282,40000
84283,40000
84292,51852
84304,103304
84305,40000
84308,40000
84309,55150
84317,57970
84318,56043
84322,54114
84324,83574
84328,48381
84331,54627
84333,40000
84334,40000
84337,57440
84340,73658
84353,47415
84362,44300
84364,65940
84366,40000
84370,80774
84373,63876
84377,40000
84382,40000
84388,40621
84393,69190
84399,40000
84407,65315
84408,59996
84412,49040
84415,40000
84416,64211
84419,40000
84421,40000
84427,60946
84429,47636
84432,63373
84437,40000
84447,84800
84459,40000
84467,52283
84468,41745
84475,42343
84481,59856
84487,40203
84501,54066
84502,52094
84506,56743
84510,48914
84511,40000
84517,48420
84519,54918
84520,40000
84525,40000
84530,40327
84539,40000
84546,40000
84547,58270
84549,60868
84552,42753
84553,51218
84563,66130
84568,40000
84570,40000
84574,48194
84578,40000
84579,61509
84582,53209
84585,41307
84587,41713
84588,87389
84591,40000
84595,57289
84596,43574
84599,49398
84600,43022
84603,48615
84606,40000
84608,40000
84611,40000
84612,81596
84617,46984
84626,40000
84628,51381
84629,45380
84635,40000
84639,77967
84649,46385
84652,59805
84656,40000
84662,77645
84671,40872
84672,71359
84680,40000
84684,40000
84685,42585
84686,42784
84707,40000
84711,49572
84715,40000
84716,57771
84720,52534
84722,54030
84725,40000
84726,45206
84728,96714
84734,40000
84743,40000
84747,70389
84748,40000
84751,44593
84758,44444
84762,75131
84765,69201
84773,44886
84791,43780
84797,58502
84809,40000
84821,112486
84827,44558
84832,49046
84837,40000
84838,56527
84844,40000
84848,66434
84849,40000
84854,40000
84860,40000
84867,40000
84883,61829
84901,81332
84904,68245
84907,60268
84910,45821
84911,56079
84916,86725
84917,76253
84918,40000
84919,43240
84926,75432
84931,40000
84932,40000
84933,40000
84943,40000
84945,63235
84961,103933
84966,40000
84970,53195
84973,66189
84974,65103
84975,54074
84976,45662
84978,43911
84982,64278
84983,54280
84994,40000
84999,74432
85000,52874
85007,40000
85008,72969
85015,68523
85017,98339
85018,61123
85020,66642
85024,44407
85027,77379
85028,78598
85033,56336
85038,40000
85040,40000
85049,47697
85055,48571
85057,40000
85060,59452
85062,50228
85067,61090
85069,59128
85071,50739
85079,80901
85080,40000
85091,57597
85095,69656
85096,40000
85100,52124
85101,63739
85109,40000
85111,92172
85112,40000
85119,57534
85124,40000
85129,61899
85139,40000
85142,40000
85143,40000
85146,45149
85150,40000
85154,43248
85158,58939
85159,48854
85165,79907
85166,56698
85167,42664
85173,41804
85183,40000
85184,72886
85192,40000
85195,79069
85199,51152
85200,57745
85202,52839
85204,106160
85206,52638
85210,40000
85214,54886
85215,67739
85219,40000
85220,40000
85225,40000
85230,62272
85232,63177
85235,49297
85240,77308
85241,43955
85242,40000
85248,52595
85253,47851
85256,62010
85258,40000
85264,50431
85267,70306
85272,40000
85278,40000
85279,41373
85281,55345
85295,40000
85297,40000
85300,40000
85302,43885
85309,43846
85318,40000
85323,41990
85325,47731
85328,40000
85331,40000
85333,90386
85336,40000
85338,59154
85344,50544
85347,53626
85351,79719
85352,92609
85353,40000
85363,71365
85367,96013
85370,40000
85371,82701
85374,40585
85376,45624
85377,50952
85383,53454
85385,40000
85391,40000
85392,63406
85394,46370
85399,78166
85401,62191
85406,75826
85413,62541
85416,42548
85417,56924
85433,56050
85437,60690
85439,61701
85443,49453
85447,54341
85451,64873
85453,68368
85457,71884
85459,90340
85463,44467
85466,50666
85469,40000
85470,40432
85489,63977
85494,40000
85501,84410
85502,40000
85504,49478
85513,61957
85521,40000
85522,61172
85523,56971
85524,48850
85525,43424
85526,40000
85530,69205
85532,40000
85537,55380
85539,40789
85551,40000
85552,41988
85553,50445
85555,61810
85557,68126
85561,47427
85565,65707
85570,40000
85571,40000
85575,53077
85577,40000
85583,78410
85584,68636
85589,52659
85597,71260
85601,70522
85605,64810
85606,40000
85607,63272
85609,40531
85620,46107
85621,81080
85622,58379
85624,57477
85625,56448
85627,40000
85631,62085
85633,64754
85641,87504
85645,61130
85646,70298
85647,49194
85648,71100
85654,54343
85656,40000
85659,40000
85661,73157
85669,48106
85671,55974
85673,40000
85675,40000
85677,87087
85687,58710
85692,45545
85696,101476
85705,40000
85708,52066
85716,40000
85719,50359
85720,60714
85726,105330
85729,40000
85730,40000
85739,58286
85743,82074
85747,40000
85755,82248
85756,44120
85757,40913
85761,45148
85768,47319
85775,54003
85776,51609
85781,47271
85784,82582
85786,40000
85791,63081
85796,61359
85799,40000
85802,44538
85806,48362
85808,66945
85811,60982
85812,40000
85818,40000
85819,57644
85825,85303
85826,68263
85827,55385
85835,40000
85840,40000
85846,40000
85850,67113
85859,40000
85863,47460
85866,43242
85872,59872
85876,41377
85878,75076
85883,40000
85884,60936
85892,47405
85894,51786
85895,66729
85899,40000
85901,78584
85909,42725
85910,40000
85913,40000
85917,40000
85920,52288
85924,40000
85929,97365
85939,80062
85941,42042
85942,48914
85943,56330
85949,52171
85958,63942
85963,40000
85968,55934
85977,52323
85980,71780
85981,82171
85988,79173
85990,40000
85999,40000
86003,58111
86005,44056
86011,40000
86014,46302
86016,40000
86023,93898
86024,40000
86027,55657
86029,40000
86036,78489
86037,44296
86045,46795
86047,40000
86052,48009
86054,68530
86060,40000
86062,59613
86063,40000
86065,40000
86066,57751
86067,40000
86070,40000
86071,63940
86073,54380
86074,40782
86081,53594
86082,40000
86083,43840
86092,45247
86096,46334
86110,44390
86111,50594
86113,50512
86133,74676
86138,78527
86139,45879
86146,70062
86147,53354
86155,48156
86156,76572
86157,40000
86158,73428
86164,40000
86166,47694
86174,50675
86175,64066
86178,60326
86181,105472
86183,50558
86189,51578
86195,42449
86196,42422
86204,40000
86211,55822
86214,40000
86217,55211
86218,53715
86224,68998
86225,41966
86230,40000
86237,44705
86239,40000
86248,46202
86249,52994
86252,81239
86256,68476
86267,52868
86269,64732
86270,70611
86271,40000
86272,49166
86275,51432
86281,40000
86282,57545
86284,54840
86286,48964
86287,86963
86290,40000
86292,55644
86297,47407
86300,41802
86305,47059
86306,89046
86308,40000
86315,112173
86318,40000
86321,40000
86329,40000
86339,54204
86340,65967
86342,57263
86345,40000
86351,61911
86357,50632
86362,73779
86364,40000
86365,40000
86369,47693
86372,64381
86381,54105
86382,60206
86388,50141
86395,45824
86398,66054
86404,54916
86405,40000
86408,47346
86416,40000
86418,94158
86419,67142
86426,40000
86436,65248
86437,40000
86443,48910
86445,53855
86446,66237
86448,50368
86450,43532
86453,58999
86459,49887
86463,42939
86467,60413
86474,40000
86476,40000
86480,40000
86483,40000
86485,40000
86486,57698
86487,46164
86491,40000
86494,40000
86499,56031
86513,52532
86516,50340
86520,40000
86527,41115
86534,40000
86539,40000
86553,40000
86554,60425
86559,52178
86561,42797
86564,40000
86574,40000
86575,64344
86593,59110
86600,77554
86602,40000
86605,40367
86608,46653
86610,47460
86612,51943
86617,59780
86618,87386
86619,42218
86624,40000
86625,40000
86626,58984
86627,53116
86629,50529
86631,84059
86634,42947
86635,42226
86641,40000
86654,74763
86667,40000
86674,40000
86676,70409
86678,40000
86690,61652
86691,57262
86693,40000
86696,49849
86697,44372
86699,45082
86706,47782
86710,45909
86715,48888
86722,78685
86728,69444
86746,44861
86751,40000
86754,95574
86756,47846
86757,40000
86761,53844
86765,40000
86772,40000
86776,45270
86779,40000
86784,40000
86788,47427
86796,40000
86803,40000
86805,40000
86812,64966
86813,42595
86817,44861
86819,40000
86822,40000
86823,40000
86825,40000
86827,40000
86829,40000
86831,71334
86832,40000
86835,40000
86836,62138
86838,42273
86839,43478
86841,40000
86851,44504
86852,40809
86853,91809
86856,60431
86861,41156
86862,43765
86863,51199
86865,40000
86871,40000
86887,50962
86889,40000
86895,54523
86897,43679
86898,67094
86905,48552
86906,40433
86909,72699
86910,46481
86914,63744
86927,44328
86934,41984
86935,40099
86936,40000
86941,41397
86947,40000
86948,77472
86951,40000
86952,42728
86955,40000
86957,45321
86969,40000
86970,52965
86971,54612
86973,40000
86977,62788
86979,57280
86984,48791
86993,40000
87001,53804
87003,79721
87007,49176
87011,47884
87018,40000
87022,40000
87023,40000
87024,51687
87025,49041
87028,52525
87030,72880
87033,40000
87042,40000
87043,56191
87044,53858
87047,40000
87054,74494
87056,40000
87057,40000
87059,40000
87060,60460
87062,47052
87064,52553
87066,40000
87067,60361
87070,64979
87074,40000
87078,41587
87081,43965
87084,40000
87086,42995
87091,62431
87094,48744
87095,49047
87104,81881
87107,72427
87110,40000
87115,51887
87118,40000
87124,40000
87127,64049
87128,72717
87133,40000
87137,57390
87144,68856
87152,65480
87153,53689
87158,58049
87160,40000
87161,73421
87164,76866
87168,46009
87170,51440
87179,93369
87183,51113
87185,40000
87186,67970
87191,58544
87196,40000
87197,40000
87199,75346
87200,49649
87202,86491
87211,68776
87212,40000
87215,40000
87221,40000
87228,40000
87232,67221
87233,67620
87234,111013
87244,61095
87245,65536
87246,83488
87247,99254
87248,53823
87252,40000
87254,49265
87260,54945
87265,40000
87267,40000
87269,48145
87271,50183
87274,70387
87277,43929
87278,46533
87279,40000
87284,40000
87293,56944
87296,44263
87301,40000
87302,45472
87306,40000
87308,40000
87319,40000
87323,44537
87325,47538
87336,58169
87337,40000
87338,40000
87339,70026
87354,40000
87355,81811
87356,40000
87357,73292
87359,59518
87360,74360
87361,83196
87362,40307
87371,40206
87372,68251
87374,99927
87379,40000
87382,40000
87384,79780
87401,40000
87402,82181
87405,97445
87407,75191
87408,53950
87409,61769
87410,46376
87412,40000
87413,40000
87415,40000
87418,40000
87422,40000
87423,45790
87434,52925
87440,57630
87442,61671
87446,40000
87448,58735
87449,58725
87450,40000
87451,40000
87454,40000
87459,63133
87461,43680
87462,40000
87467,52430
87470,56240
